country,province,case_year,case_month,cases
mx,chiapas,2014,8,335
mx,chiapas,2014,9,368
mx,chiapas,2014,10,396
mx,chiapas,2014,11,355
mx,chiapas,2014,12,126
mx,chiapas,2015,1,167
mx,chiapas,2015,2,101
mx,chiapas,2015,3,118
mx,chiapas,2015,4,169
mx,chiapas,2015,5,343
mx,chiapas,2015,6,401
mx,chiapas,2015,7,236
mx,chiapas,2015,8,271
mx,chiapas,2015,9,225
mx,chiapas,2015,10,261
mx,chiapas,2015,11,262
mx,chiapas,2015,12,208
mx,chiapas,2016,1,285
mx,chiapas,2016,2,150
mx,chiapas,2016,3,130
mx,chiapas,2016,4,92
mx,chiapas,2016,5,147
mx,chiapas,2016,6,142
mx,chiapas,2016,7,97
mx,chiapas,2016,8,83
mx,chiapas,2016,9,52
mx,chiapas,2016,10,50
mx,chiapas,2016,11,27
mx,chiapas,2016,12,28
mx,chihuahua,1985,1,0
mx,chihuahua,1985,2,0
mx,chihuahua,1985,3,5
mx,chihuahua,1985,4,0
mx,chihuahua,1985,5,0
mx,chihuahua,1985,6,0
mx,chihuahua,1985,7,0
mx,chihuahua,1985,8,0
mx,chihuahua,1985,9,0
mx,chihuahua,1985,10,0
mx,chihuahua,1985,11,0
mx,chihuahua,1985,12,0
mx,chihuahua,1986,1,0
mx,chihuahua,1986,2,0
mx,chihuahua,1986,3,0
mx,chihuahua,1986,4,0
mx,chihuahua,1986,5,0
mx,chihuahua,1986,6,0
mx,chihuahua,1986,7,0
mx,chihuahua,1986,8,0
mx,chihuahua,1986,9,0
mx,chihuahua,1986,10,0
mx,chihuahua,1986,11,0
mx,chihuahua,1986,12,0
mx,chihuahua,1987,1,0
mx,chihuahua,1987,2,0
mx,chihuahua,1987,3,0
mx,chihuahua,1987,4,0
mx,chihuahua,1987,5,0
mx,chihuahua,1987,6,0
mx,chihuahua,1987,7,0
mx,chihuahua,1987,8,0
mx,chihuahua,1987,9,0
mx,chihuahua,1987,10,0
mx,chihuahua,1987,11,0
mx,chihuahua,1987,12,0
mx,chihuahua,1988,1,0
mx,chihuahua,1988,2,1
mx,chihuahua,1988,3,0
mx,chihuahua,1988,4,0
mx,chihuahua,1988,5,0
mx,chihuahua,1988,6,0
mx,chihuahua,1988,7,0
mx,chihuahua,1988,8,0
mx,chihuahua,1988,9,0
mx,chihuahua,1988,10,0
mx,chihuahua,1988,11,0
mx,chihuahua,1988,12,1
mx,chihuahua,1989,1,0
mx,chihuahua,1989,2,0
mx,chihuahua,1989,3,0
mx,chihuahua,1989,4,0
mx,chihuahua,1989,5,0
mx,chihuahua,1989,6,0
mx,chihuahua,1989,7,0
mx,chihuahua,1989,8,0
mx,chihuahua,1989,9,0
mx,chihuahua,1989,10,0
mx,chihuahua,1989,11,0
mx,chihuahua,1989,12,1
mx,chihuahua,1990,1,0
mx,chihuahua,1990,2,0
mx,chihuahua,1990,3,0
mx,chihuahua,1990,4,0
mx,chihuahua,1990,5,0
mx,chihuahua,1990,6,0
mx,chihuahua,1990,7,0
mx,chihuahua,1990,8,8
mx,chihuahua,1990,9,0
mx,chihuahua,1990,10,0
mx,chihuahua,1990,11,0
mx,chihuahua,1990,12,0
mx,chihuahua,1991,1,0
mx,chihuahua,1991,2,0
mx,chihuahua,1991,3,0
mx,chihuahua,1991,4,0
mx,chihuahua,1991,5,0
mx,chihuahua,1991,6,0
mx,chihuahua,1991,7,0
mx,chihuahua,1991,8,0
mx,chihuahua,1991,9,0
mx,chihuahua,1991,10,0
mx,chihuahua,1991,11,0
mx,chihuahua,1991,12,0
mx,chihuahua,1992,1,0
mx,chihuahua,1992,2,0
mx,chihuahua,1992,3,0
mx,chihuahua,1992,4,0
mx,chihuahua,1992,5,0
mx,chihuahua,1992,6,0
mx,chihuahua,1992,7,0
mx,chihuahua,1992,8,0
mx,chihuahua,1992,9,0
mx,chihuahua,1992,10,52
mx,chihuahua,1992,11,49
mx,chihuahua,1992,12,3
mx,chihuahua,1993,1,0
mx,chihuahua,1993,2,0
mx,chihuahua,1993,3,11
mx,chihuahua,1993,4,0
mx,chihuahua,1993,5,0
mx,chihuahua,1993,6,0
mx,chihuahua,1993,7,2
mx,chihuahua,1993,8,0
mx,chihuahua,1993,9,0
mx,chihuahua,1993,10,32
mx,chihuahua,1993,11,29
mx,chihuahua,1993,12,1
mx,chihuahua,1994,1,0
mx,chihuahua,1994,2,0
mx,chihuahua,1994,3,0
mx,chihuahua,1994,4,0
mx,chihuahua,1994,5,0
mx,chihuahua,1994,6,0
mx,chihuahua,1994,7,0
mx,chihuahua,1994,8,0
mx,chihuahua,1994,9,0
mx,chihuahua,1994,10,0
mx,chihuahua,1994,11,0
mx,chihuahua,1994,12,1
mx,chihuahua,1995,1,0
mx,chihuahua,1995,2,0
mx,chihuahua,1995,3,0
mx,chihuahua,1995,4,0
mx,chihuahua,1995,5,0
mx,chihuahua,1995,6,0
mx,chihuahua,1995,7,0
mx,chihuahua,1995,8,0
mx,chihuahua,1995,9,0
mx,chihuahua,1995,10,0
mx,chihuahua,1995,11,0
mx,chihuahua,1995,12,0
mx,chihuahua,1996,1,0
mx,chihuahua,1996,2,0
mx,chihuahua,1996,3,0
mx,chihuahua,1996,4,0
mx,chihuahua,1996,5,0
mx,chihuahua,1996,6,0
mx,chihuahua,1996,7,0
mx,chihuahua,1996,8,0
mx,chihuahua,1996,9,1
mx,chihuahua,1996,10,0
mx,chihuahua,1996,11,0
mx,chihuahua,1996,12,0
mx,chihuahua,1997,1,0
mx,chihuahua,1997,2,0
mx,chihuahua,1997,3,0
mx,chihuahua,1997,4,0
mx,chihuahua,1997,5,0
mx,chihuahua,1997,6,0
mx,chihuahua,1997,7,0
mx,chihuahua,1997,8,0
mx,chihuahua,1997,9,0
mx,chihuahua,1997,10,0
mx,chihuahua,1997,11,0
mx,chihuahua,1997,12,0
mx,chihuahua,1998,1,0
mx,chihuahua,1998,2,0
mx,chihuahua,1998,3,0
mx,chihuahua,1998,4,0
mx,chihuahua,1998,5,0
mx,chihuahua,1998,6,0
mx,chihuahua,1998,7,0
mx,chihuahua,1998,8,0
mx,chihuahua,1998,9,0
mx,chihuahua,1998,10,0
mx,chihuahua,1998,11,0
mx,chihuahua,1998,12,0
mx,chihuahua,1999,1,0
mx,chihuahua,1999,2,0
mx,chihuahua,1999,3,0
mx,chihuahua,1999,4,0
mx,chihuahua,1999,5,0
mx,chihuahua,1999,6,0
mx,chihuahua,1999,7,0
mx,chihuahua,1999,8,0
mx,chihuahua,1999,9,0
mx,chihuahua,1999,10,1
mx,chihuahua,1999,11,0
mx,chihuahua,1999,12,0
mx,chihuahua,2000,1,0
mx,chihuahua,2000,2,0
mx,chihuahua,2000,3,0
mx,chihuahua,2000,4,0
mx,chihuahua,2000,5,0
mx,chihuahua,2000,6,0
mx,chihuahua,2000,7,0
mx,chihuahua,2000,8,0
mx,chihuahua,2000,9,0
mx,chihuahua,2000,10,0
mx,chihuahua,2000,11,0
mx,chihuahua,2000,12,0
mx,chihuahua,2001,1,0
mx,chihuahua,2001,2,0
mx,chihuahua,2001,3,0
mx,chihuahua,2001,4,0
mx,chihuahua,2001,5,0
mx,chihuahua,2001,6,0
mx,chihuahua,2001,7,0
mx,chihuahua,2001,8,0
mx,chihuahua,2001,9,0
mx,chihuahua,2001,10,0
mx,chihuahua,2001,11,0
mx,chihuahua,2001,12,0
mx,chihuahua,2002,1,0
mx,chihuahua,2002,2,0
mx,chihuahua,2002,3,0
mx,chihuahua,2002,4,0
mx,chihuahua,2002,5,0
mx,chihuahua,2002,6,0
mx,chihuahua,2002,7,0
mx,chihuahua,2002,8,0
mx,chihuahua,2002,9,0
mx,chihuahua,2002,10,0
mx,chihuahua,2002,11,0
mx,chihuahua,2002,12,0
mx,chihuahua,2003,1,0
mx,chihuahua,2003,2,0
mx,chihuahua,2003,3,0
mx,chihuahua,2003,4,0
mx,chihuahua,2003,5,0
mx,chihuahua,2003,6,0
mx,chihuahua,2003,7,0
mx,chihuahua,2003,8,0
mx,chihuahua,2003,9,0
mx,chihuahua,2003,10,0
mx,chihuahua,2003,11,0
mx,chihuahua,2003,12,0
mx,chihuahua,2004,1,0
mx,chihuahua,2004,2,0
mx,chihuahua,2004,3,0
mx,chihuahua,2004,4,0
mx,chihuahua,2004,5,0
mx,chihuahua,2004,6,0
mx,chihuahua,2004,7,0
mx,chihuahua,2004,8,0
mx,chihuahua,2004,9,0
mx,chihuahua,2004,10,0
mx,chihuahua,2004,11,0
mx,chihuahua,2004,12,0
mx,chihuahua,2005,1,0
mx,chihuahua,2005,2,0
mx,chihuahua,2005,3,0
mx,chihuahua,2005,4,0
mx,chihuahua,2005,5,0
mx,chihuahua,2005,6,0
mx,chihuahua,2005,7,0
mx,chihuahua,2005,8,0
mx,chihuahua,2005,9,0
mx,chihuahua,2005,10,0
mx,chihuahua,2005,11,0
mx,chihuahua,2005,12,0
mx,chihuahua,2006,1,0
mx,chihuahua,2006,2,0
mx,chihuahua,2006,3,0
mx,chihuahua,2006,4,0
mx,chihuahua,2006,5,0
mx,chihuahua,2006,6,0
mx,chihuahua,2006,7,0
mx,chihuahua,2006,8,0
mx,chihuahua,2006,9,0
mx,chihuahua,2006,10,0
mx,chihuahua,2006,11,0
mx,chihuahua,2006,12,0
mx,chihuahua,2007,1,0
mx,chihuahua,2007,2,0
mx,chihuahua,2007,3,0
mx,chihuahua,2007,4,0
mx,chihuahua,2007,5,0
mx,chihuahua,2007,6,0
mx,chihuahua,2007,7,0
mx,chihuahua,2007,8,1
mx,chihuahua,2007,9,0
mx,chihuahua,2007,10,0
mx,chihuahua,2007,11,0
mx,chihuahua,2007,12,0
mx,chihuahua,2008,1,0
mx,chihuahua,2008,2,0
mx,chihuahua,2008,3,0
mx,chihuahua,2008,4,0
mx,chihuahua,2008,5,1
mx,chihuahua,2008,6,2
mx,chihuahua,2008,7,0
mx,chihuahua,2008,8,0
mx,chihuahua,2008,9,0
mx,chihuahua,2008,10,0
mx,chihuahua,2008,11,0
mx,chihuahua,2008,12,0
mx,chihuahua,2009,1,0
mx,chihuahua,2009,2,0
mx,chihuahua,2009,3,0
mx,chihuahua,2009,4,0
mx,chihuahua,2009,5,0
mx,chihuahua,2009,6,0
mx,chihuahua,2009,7,0
mx,chihuahua,2009,8,0
mx,chihuahua,2009,9,0
mx,chihuahua,2009,10,0
mx,chihuahua,2009,11,0
mx,chihuahua,2009,12,0
mx,chihuahua,2010,1,0
mx,chihuahua,2010,2,0
mx,chihuahua,2010,3,0
mx,chihuahua,2010,4,0
mx,chihuahua,2010,5,0
mx,chihuahua,2010,6,0
mx,chihuahua,2010,7,2
mx,chihuahua,2010,8,0
mx,chihuahua,2010,9,0
mx,chihuahua,2010,10,0
mx,chihuahua,2010,11,0
mx,chihuahua,2010,12,0
mx,chihuahua,2011,1,0
mx,chihuahua,2011,2,0
mx,chihuahua,2011,3,0
mx,chihuahua,2011,4,0
mx,chihuahua,2011,5,0
mx,chihuahua,2011,6,0
mx,chihuahua,2011,7,0
mx,chihuahua,2011,8,0
mx,chihuahua,2011,9,0
mx,chihuahua,2011,10,0
mx,chihuahua,2011,11,0
mx,chihuahua,2011,12,0
mx,chihuahua,2012,1,0
mx,chihuahua,2012,2,0
mx,chihuahua,2012,3,0
mx,chihuahua,2012,4,0
mx,chihuahua,2012,5,0
mx,chihuahua,2012,6,0
mx,chihuahua,2012,7,0
mx,chihuahua,2012,8,1
mx,chihuahua,2012,9,0
mx,chihuahua,2012,10,0
mx,chihuahua,2012,11,0
mx,chihuahua,2012,12,0
mx,chihuahua,2013,1,0
mx,chihuahua,2013,2,0
mx,chihuahua,2013,3,0
mx,chihuahua,2013,4,0
mx,chihuahua,2013,5,0
mx,chihuahua,2013,6,0
mx,chihuahua,2013,7,0
mx,chihuahua,2013,8,0
mx,chihuahua,2013,9,0
mx,chihuahua,2013,10,0
mx,chihuahua,2013,11,0
mx,chihuahua,2013,12,0
mx,chihuahua,2014,1,0
mx,chihuahua,2014,2,0
mx,chihuahua,2014,3,0
mx,chihuahua,2014,4,0
mx,chihuahua,2014,5,0
mx,chihuahua,2014,6,0
mx,chihuahua,2014,7,0
mx,chihuahua,2014,8,0
mx,chihuahua,2014,9,0
mx,chihuahua,2014,10,0
mx,chihuahua,2014,11,0
mx,chihuahua,2014,12,0
mx,chihuahua,2015,1,0
mx,chihuahua,2015,2,0
mx,chihuahua,2015,3,0
mx,chihuahua,2015,4,0
mx,chihuahua,2015,5,0
mx,chihuahua,2015,6,0
mx,chihuahua,2015,7,0
mx,chihuahua,2015,8,1
mx,chihuahua,2015,9,12
mx,chihuahua,2015,10,13
mx,chihuahua,2015,11,2
mx,chihuahua,2015,12,0
mx,chihuahua,2016,1,0
mx,chihuahua,2016,2,0
mx,chihuahua,2016,3,0
mx,chihuahua,2016,4,0
mx,chihuahua,2016,5,0
mx,chihuahua,2016,6,0
mx,chihuahua,2016,7,1
mx,chihuahua,2016,8,0
mx,chihuahua,2016,9,0
mx,chihuahua,2016,10,2
mx,chihuahua,2016,11,0
mx,chihuahua,2016,12,0
mx,coahuila,1985,1,0
mx,coahuila,1985,2,0
mx,coahuila,1985,3,0
mx,coahuila,1985,4,0
mx,coahuila,1985,5,0
mx,coahuila,1985,6,0
mx,coahuila,1985,7,0
mx,coahuila,1985,8,0
mx,coahuila,1985,9,265
mx,coahuila,1985,10,736
mx,coahuila,1985,11,341
mx,coahuila,1985,12,0
mx,coahuila,1986,1,0
mx,coahuila,1986,2,0
mx,coahuila,1986,3,0
mx,coahuila,1986,4,0
mx,coahuila,1986,5,0
mx,coahuila,1986,6,0
mx,coahuila,1986,7,0
mx,coahuila,1986,8,1
mx,coahuila,1986,9,4
mx,coahuila,1986,10,6
mx,coahuila,1986,11,7
mx,coahuila,1986,12,0
mx,coahuila,1987,1,0
mx,coahuila,1987,2,0
mx,coahuila,1987,3,0
mx,coahuila,1987,4,0
mx,coahuila,1987,5,0
mx,coahuila,1987,6,0
mx,coahuila,1987,7,0
mx,coahuila,1987,8,0
mx,coahuila,1987,9,1
mx,coahuila,1987,10,0
mx,coahuila,1987,11,0
mx,coahuila,1987,12,0
mx,coahuila,1988,1,0
mx,coahuila,1988,2,0
mx,coahuila,1988,3,0
mx,coahuila,1988,4,0
mx,coahuila,1988,5,0
mx,coahuila,1988,6,0
mx,coahuila,1988,7,0
mx,coahuila,1988,8,0
mx,coahuila,1988,9,0
mx,coahuila,1988,10,0
mx,coahuila,1988,11,0
mx,coahuila,1988,12,0
mx,coahuila,1989,1,0
mx,coahuila,1989,2,0
mx,coahuila,1989,3,0
mx,coahuila,1989,4,0
mx,coahuila,1989,5,0
mx,coahuila,1989,6,0
mx,coahuila,1989,7,0
mx,coahuila,1989,8,0
mx,coahuila,1989,9,0
mx,coahuila,1989,10,0
mx,coahuila,1989,11,0
mx,coahuila,1989,12,0
mx,coahuila,1990,1,0
mx,coahuila,1990,2,0
mx,coahuila,1990,3,0
mx,coahuila,1990,4,0
mx,coahuila,1990,5,0
mx,coahuila,1990,6,0
mx,coahuila,1990,7,0
mx,coahuila,1990,8,0
mx,coahuila,1990,9,0
mx,coahuila,1990,10,58
mx,coahuila,1990,11,11
mx,coahuila,1990,12,0
mx,coahuila,1991,1,2
mx,coahuila,1991,2,0
mx,coahuila,1991,3,0
mx,coahuila,1991,4,0
mx,coahuila,1991,5,4
mx,coahuila,1991,6,0
mx,coahuila,1991,7,6
mx,coahuila,1991,8,0
mx,coahuila,1991,9,0
mx,coahuila,1991,10,0
mx,coahuila,1991,11,0
mx,coahuila,1991,12,0
mx,coahuila,1992,1,0
mx,coahuila,1992,2,0
mx,coahuila,1992,3,0
mx,coahuila,1992,4,0
mx,coahuila,1992,5,0
mx,coahuila,1992,6,0
mx,coahuila,1992,7,0
mx,coahuila,1992,8,0
mx,coahuila,1992,9,0
mx,coahuila,1992,10,0
mx,coahuila,1992,11,61
mx,coahuila,1992,12,149
mx,coahuila,1993,1,0
mx,coahuila,1993,2,0
mx,coahuila,1993,3,13
mx,coahuila,1993,4,0
mx,coahuila,1993,5,0
mx,coahuila,1993,6,0
mx,coahuila,1993,7,0
mx,coahuila,1993,8,0
mx,coahuila,1993,9,0
mx,coahuila,1993,10,0
mx,coahuila,1993,11,1
mx,coahuila,1993,12,0
mx,coahuila,1994,1,0
mx,coahuila,1994,2,0
mx,coahuila,1994,3,0
mx,coahuila,1994,4,0
mx,coahuila,1994,5,0
mx,coahuila,1994,6,0
mx,coahuila,1994,7,0
mx,coahuila,1994,8,0
mx,coahuila,1994,9,0
mx,coahuila,1994,10,0
mx,coahuila,1994,11,631
mx,coahuila,1994,12,52
mx,coahuila,1995,1,0
mx,coahuila,1995,2,0
mx,coahuila,1995,3,0
mx,coahuila,1995,4,0
mx,coahuila,1995,5,0
mx,coahuila,1995,6,0
mx,coahuila,1995,7,0
mx,coahuila,1995,8,0
mx,coahuila,1995,9,31
mx,coahuila,1995,10,554
mx,coahuila,1995,11,492
mx,coahuila,1995,12,95
mx,coahuila,1996,1,4
mx,coahuila,1996,2,0
mx,coahuila,1996,3,0
mx,coahuila,1996,4,1
mx,coahuila,1996,5,0
mx,coahuila,1996,6,7
mx,coahuila,1996,7,1
mx,coahuila,1996,8,12
mx,coahuila,1996,9,147
mx,coahuila,1996,10,310
mx,coahuila,1996,11,126
mx,coahuila,1996,12,15
mx,coahuila,1997,1,4
mx,coahuila,1997,2,0
mx,coahuila,1997,3,0
mx,coahuila,1997,4,1
mx,coahuila,1997,5,16
mx,coahuila,1997,6,40
mx,coahuila,1997,7,18
mx,coahuila,1997,8,2
mx,coahuila,1997,9,6
mx,coahuila,1997,10,26
mx,coahuila,1997,11,3
mx,coahuila,1997,12,10
mx,coahuila,1998,1,0
mx,coahuila,1998,2,0
mx,coahuila,1998,3,0
mx,coahuila,1998,4,0
mx,coahuila,1998,5,3
mx,coahuila,1998,6,3
mx,coahuila,1998,7,2
mx,coahuila,1998,8,1
mx,coahuila,1998,9,1
mx,coahuila,1998,10,20
mx,coahuila,1998,11,3
mx,coahuila,1998,12,1
mx,coahuila,1999,1,0
mx,coahuila,1999,2,0
mx,coahuila,1999,3,0
mx,coahuila,1999,4,0
mx,coahuila,1999,5,98
mx,coahuila,1999,6,65
mx,coahuila,1999,7,65
mx,coahuila,1999,8,32
mx,coahuila,1999,9,38
mx,coahuila,1999,10,651
mx,coahuila,1999,11,98
mx,coahuila,1999,12,33
mx,coahuila,2000,1,0
mx,coahuila,2000,2,0
mx,coahuila,2000,3,0
mx,coahuila,2000,4,0
mx,coahuila,2000,5,0
mx,coahuila,2000,6,0
mx,coahuila,2000,7,0
mx,coahuila,2000,8,0
mx,coahuila,2000,9,0
mx,coahuila,2000,10,0
mx,coahuila,2000,11,0
mx,coahuila,2000,12,0
mx,coahuila,2001,1,0
mx,coahuila,2001,2,0
mx,coahuila,2001,3,0
mx,coahuila,2001,4,0
mx,coahuila,2001,5,0
mx,coahuila,2001,6,0
mx,coahuila,2001,7,0
mx,coahuila,2001,8,0
mx,coahuila,2001,9,0
mx,coahuila,2001,10,0
mx,coahuila,2001,11,0
mx,coahuila,2001,12,1
mx,coahuila,2002,1,0
mx,coahuila,2002,2,0
mx,coahuila,2002,3,0
mx,coahuila,2002,4,0
mx,coahuila,2002,5,0
mx,coahuila,2002,6,0
mx,coahuila,2002,7,2
mx,coahuila,2002,8,0
mx,coahuila,2002,9,29
mx,coahuila,2002,10,129
mx,coahuila,2002,11,68
mx,coahuila,2002,12,10
mx,coahuila,2003,1,0
mx,coahuila,2003,2,0
mx,coahuila,2003,3,0
mx,coahuila,2003,4,0
mx,coahuila,2003,5,0
mx,coahuila,2003,6,0
mx,coahuila,2003,7,1
mx,coahuila,2003,8,2
mx,coahuila,2003,9,1
mx,coahuila,2003,10,0
mx,coahuila,2003,11,0
mx,coahuila,2003,12,0
mx,coahuila,2004,1,0
mx,coahuila,2004,2,0
mx,coahuila,2004,3,0
mx,coahuila,2004,4,0
mx,coahuila,2004,5,0
mx,coahuila,2004,6,0
mx,coahuila,2004,7,0
mx,coahuila,2004,8,3
mx,coahuila,2004,9,0
mx,coahuila,2004,10,0
mx,coahuila,2004,11,0
mx,coahuila,2004,12,0
mx,coahuila,2005,1,0
mx,coahuila,2005,2,0
mx,coahuila,2005,3,0
mx,coahuila,2005,4,0
mx,coahuila,2005,5,0
mx,coahuila,2005,6,0
mx,coahuila,2005,7,0
mx,coahuila,2005,8,2
mx,coahuila,2005,9,13
mx,coahuila,2005,10,71
mx,coahuila,2005,11,36
mx,coahuila,2005,12,2
mx,coahuila,2006,1,0
mx,coahuila,2006,2,0
mx,coahuila,2006,3,0
mx,coahuila,2006,4,0
mx,coahuila,2006,5,0
mx,coahuila,2006,6,0
mx,coahuila,2006,7,0
mx,coahuila,2006,8,1
mx,coahuila,2006,9,14
mx,coahuila,2006,10,111
mx,coahuila,2006,11,102
mx,coahuila,2006,12,4
mx,coahuila,2007,1,1
mx,coahuila,2007,2,2
mx,coahuila,2007,3,0
mx,coahuila,2007,4,0
mx,coahuila,2007,5,0
mx,coahuila,2007,6,0
mx,coahuila,2007,7,2
mx,coahuila,2007,8,34
mx,coahuila,2007,9,200
mx,coahuila,2007,10,461
mx,coahuila,2007,11,131
mx,coahuila,2007,12,6
mx,coahuila,2008,1,0
mx,coahuila,2008,2,0
mx,coahuila,2008,3,0
mx,coahuila,2008,4,0
mx,coahuila,2008,5,1
mx,coahuila,2008,6,1
mx,coahuila,2008,7,0
mx,coahuila,2008,8,2
mx,coahuila,2008,9,17
mx,coahuila,2008,10,8
mx,coahuila,2008,11,0
mx,coahuila,2008,12,0
mx,coahuila,2009,1,0
mx,coahuila,2009,2,0
mx,coahuila,2009,3,0
mx,coahuila,2009,4,0
mx,coahuila,2009,5,0
mx,coahuila,2009,6,2
mx,coahuila,2009,7,0
mx,coahuila,2009,8,46
mx,coahuila,2009,9,54
mx,coahuila,2009,10,342
mx,coahuila,2009,11,107
mx,coahuila,2009,12,0
mx,coahuila,2010,1,0
mx,coahuila,2010,2,1
mx,coahuila,2010,3,0
mx,coahuila,2010,4,2
mx,coahuila,2010,5,3
mx,coahuila,2010,6,3
mx,coahuila,2010,7,8
mx,coahuila,2010,8,14
mx,coahuila,2010,9,27
mx,coahuila,2010,10,27
mx,coahuila,2010,11,3
mx,coahuila,2010,12,0
mx,coahuila,2011,1,0
mx,coahuila,2011,2,0
mx,coahuila,2011,3,0
mx,coahuila,2011,4,3
mx,coahuila,2011,5,0
mx,coahuila,2011,6,0
mx,coahuila,2011,7,1
mx,coahuila,2011,8,1
mx,coahuila,2011,9,0
mx,coahuila,2011,10,0
mx,coahuila,2011,11,0
mx,coahuila,2011,12,0
mx,coahuila,2012,1,1
mx,coahuila,2012,2,0
mx,coahuila,2012,3,0
mx,coahuila,2012,4,0
mx,coahuila,2012,5,0
mx,coahuila,2012,6,2
mx,coahuila,2012,7,3
mx,coahuila,2012,8,11
mx,coahuila,2012,9,48
mx,coahuila,2012,10,43
mx,coahuila,2012,11,21
mx,coahuila,2012,12,0
mx,coahuila,2013,1,2
mx,coahuila,2013,2,0
mx,coahuila,2013,3,1
mx,coahuila,2013,4,3
mx,coahuila,2013,5,1
mx,coahuila,2013,6,3
mx,coahuila,2013,7,1
mx,coahuila,2013,8,12
mx,coahuila,2013,9,113
mx,coahuila,2013,10,619
mx,coahuila,2013,11,174
mx,coahuila,2013,12,0
mx,coahuila,2014,1,0
mx,coahuila,2014,2,1
mx,coahuila,2014,3,0
mx,coahuila,2014,4,1
mx,coahuila,2014,5,0
mx,coahuila,2014,6,3
mx,coahuila,2014,7,7
mx,coahuila,2014,8,35
mx,coahuila,2014,9,76
mx,coahuila,2014,10,79
mx,coahuila,2014,11,18
mx,coahuila,2014,12,1
mx,coahuila,2015,1,1
mx,coahuila,2015,2,2
mx,coahuila,2015,3,2
mx,coahuila,2015,4,2
mx,coahuila,2015,5,0
mx,coahuila,2015,6,4
mx,coahuila,2015,7,1
mx,coahuila,2015,8,8
mx,coahuila,2015,9,8
mx,coahuila,2015,10,19
mx,coahuila,2015,11,22
mx,coahuila,2015,12,2
mx,coahuila,2016,1,0
mx,coahuila,2016,2,5
mx,coahuila,2016,3,5
mx,coahuila,2016,4,5
mx,coahuila,2016,5,6
mx,coahuila,2016,6,5
mx,coahuila,2016,7,6
mx,coahuila,2016,8,75
mx,coahuila,2016,9,178
mx,coahuila,2016,10,418
mx,coahuila,2016,11,308
mx,coahuila,2016,12,31
mx,colima,1985,1,17
mx,colima,1985,2,16
mx,colima,1985,3,42
mx,colima,1985,4,47
mx,colima,1985,5,24
mx,colima,1985,6,39
mx,colima,1985,7,68
mx,colima,1985,8,261
mx,colima,1985,9,422
mx,colima,1985,10,369
mx,colima,1985,11,403
mx,colima,1985,12,407
mx,colima,1986,1,31
mx,colima,1986,2,33
mx,colima,1986,3,28
mx,colima,1986,4,40
mx,colima,1986,5,22
mx,colima,1986,6,5
mx,colima,1986,7,14
mx,colima,1986,8,19
mx,colima,1986,9,84
mx,colima,1986,10,225
mx,colima,1986,11,266
mx,colima,1986,12,205
mx,colima,1987,1,42
mx,colima,1987,2,15
mx,colima,1987,3,8
mx,colima,1987,4,22
mx,colima,1987,5,15
mx,colima,1987,6,14
mx,colima,1987,7,14
mx,colima,1987,8,42
mx,colima,1987,9,107
mx,colima,1987,10,139
mx,colima,1987,11,213
mx,colima,1987,12,209
mx,colima,1988,1,46
mx,colima,1988,2,46
mx,colima,1988,3,39
mx,colima,1988,4,48
mx,colima,1988,5,48
mx,colima,1988,6,22
mx,colima,1988,7,22
mx,colima,1988,8,42
mx,colima,1988,9,38
mx,colima,1988,10,27
mx,colima,1988,11,34
mx,colima,1988,12,7
mx,colima,1989,1,4
mx,colima,1989,2,15
mx,colima,1989,3,28
mx,colima,1989,4,16
mx,colima,1989,5,20
mx,colima,1989,6,12
mx,colima,1989,7,16
mx,colima,1989,8,16
mx,colima,1989,9,48
mx,colima,1989,10,44
mx,colima,1989,11,39
mx,colima,1989,12,18
mx,colima,1990,1,44
mx,colima,1990,2,30
mx,colima,1990,3,16
mx,colima,1990,4,17
mx,colima,1990,5,3
mx,colima,1990,6,18
mx,colima,1990,7,10
mx,colima,1990,8,3
mx,colima,1990,9,11
mx,colima,1990,10,14
mx,colima,1990,11,22
mx,colima,1990,12,33
mx,colima,1991,1,4
mx,colima,1991,2,4
mx,colima,1991,3,1
mx,colima,1991,4,1
mx,colima,1991,5,5
mx,colima,1991,6,2
mx,colima,1991,7,0
mx,colima,1991,8,4
mx,colima,1991,9,4
mx,colima,1991,10,4
mx,colima,1991,11,5
mx,colima,1991,12,2
mx,colima,1992,1,0
mx,colima,1992,2,1
mx,colima,1992,3,1
mx,colima,1992,4,1
mx,colima,1992,5,2
mx,colima,1992,6,5
mx,colima,1992,7,7
mx,colima,1992,8,1
mx,colima,1992,9,7
mx,colima,1992,10,23
mx,colima,1992,11,18
mx,colima,1992,12,28
mx,colima,1993,1,1
mx,colima,1993,2,2
mx,colima,1993,3,1
mx,colima,1993,4,2
mx,colima,1993,5,4
mx,colima,1993,6,0
mx,colima,1993,7,3
mx,colima,1993,8,0
mx,colima,1993,9,26
mx,colima,1993,10,31
mx,colima,1993,11,13
mx,colima,1993,12,27
mx,colima,1994,1,2
mx,colima,1994,2,7
mx,colima,1994,3,14
mx,colima,1994,4,2
mx,colima,1994,5,2
mx,colima,1994,6,1
mx,colima,1994,7,0
mx,colima,1994,8,3
mx,colima,1994,9,1
mx,colima,1994,10,5
mx,colima,1994,11,3
mx,colima,1994,12,8
mx,colima,1995,1,28
mx,colima,1995,2,25
mx,colima,1995,3,35
mx,colima,1995,4,24
mx,colima,1995,5,11
mx,colima,1995,6,8
